CURRENT ALTITUDE, GOAL ALTITUDE, CURRENT PITCH, GOAL PITCH, DISTANCE TO TARGET, GOAL VSPEED, CURRENT VSPEED
423.602364685619, 500, 12.1220261782159, 10.6118115234375, 13243.6258866243, 0, 7.44117077892849
423.747731596231, 500, 12.1745698329294, 9.33119469153538, 13241.8044287416, 0, 7.26713658545674
423.890008669812, 500, 12.2289905997731, 9.34996937501018, 13239.9816451718, 0, 7.11253360492424
424.029506884865, 500, 12.2852972280911, 9.36616335013029, 13238.1567572577, 0, 6.97384084482391
424.166486095171, 500, 12.3432226100198, 9.38039184471086, 13236.3284046021, 0, 6.84824124841812
424.301154913963, 500, 12.4020160999739, 9.39270464940188, 13234.4954684057, 0, 6.73347896142927
424.433678922942, 500, 12.4601609526539, 9.40387262542174, 13232.6581037249, 0, 6.62774256911655
424.564179836772, 500, 12.5163307985712, 9.41422937891224, 13230.8149182773, 0, 6.52956122866566
424.692723096581, 500, 12.5700184100474, 9.424104134297, 13228.9657720681, 0, 6.43773364062281
424.819291800959, 500, 12.6210241896968, 9.43419450900926, 13227.110320797, 0, 6.35127083075091
424.943790889345, 500, 12.6691957862597, 9.44542382821632, 13225.2485740736, 0, 6.26933815546073
425.0661974533, 500, 12.7143351076021, 9.45690582529324, 13223.3797553706, 0, 6.19120226278349
425.186584123294, 500, 12.7562425327176, 9.46789400083618, 13221.5045641933, 0, 6.11622061106779
425.305074277683, 500, 12.79470564983, 9.47803932789421, 13219.622022719, 0, 6.04384459672528
425.421815430978, 500, 12.8295563637749, 9.4869998688896, 13217.7323045645, 0, 5.97361655545548
425.536910315743, 500, 12.8606655929947, 9.49527847579656, 13215.835354776, 0, 5.90516483463594
425.650441472884, 500, 12.8879272096512, 9.50260937975663, 13213.9310978701, 0, 5.83817964550562
425.762503812322, 500, 12.9113033410416, 9.50959348073674, 13212.0197822932, 0, 5.77240677315714
425.873179442948, 500, 12.9307569686381, 9.51593089996686, 13210.1008103391, 0, 5.70764054846025
425.982511543436, 500, 12.9463176190958, 9.52171637193075, 13208.1744287152, 0, 5.64371716985666
426.090516075608, 500, 12.9580140511652, 9.5277487564146, 13206.2412052608, 0, 5.58049947289567
426.197198516689, 500, 12.9658784985615, 9.53371806475099, 13204.2999834406, 0, 5.51787044677826
426.302563633653, 500, 12.9699792597296, 9.53988073004142, 13202.3518970995, 0, 5.45572547454027
426.40661617578, 500, 12.9703705805617, 9.54576793077094, 13200.396088786, 0, 5.39397184782763
426.50936476991, 500, 12.9671316071612, 9.55200539987774, 13198.4331291194, 0, 5.33252610957335
426.610821325565, 500, 12.960349916411, 9.55823573454675, 13196.4627359643, 0, 5.27131553872731
426.710995780304, 500, 12.950116945395, 9.56416077219611, 13194.4846229345, 0, 5.21027604762452
426.809900810011, 500, 12.9365394119845, 9.57038843769585, 13192.4996572606, 0, 5.14935036600093
426.907544916961, 500, 12.9197391506332, 9.57665004991472, 13190.5069847222, 0, 5.08848779836336
427.003936915775, 500, 12.8998138924456, 9.58258410629415, 13188.5071912652, 0, 5.02764568850144
427.099083765177, 500, 12.8768955264175, 9.5888961606735, 13186.4996935406, 0, 4.96678374337759
427.19299129257, 500, 12.8511213934243, 9.59514120331196, 13184.4850940067, 0, 4.90586815589035
427.285662379581, 500, 12.8226391624888, 9.6014549433667, 13182.4631068932, 0, 4.84486836476036
427.377102546045, 500, 12.7915668777868, 9.60781520092344, 13180.4340326921, 0, 4.78375895058316
427.467312763794, 500, 12.7580743506335, 9.61426174241125, 13178.3972939875, 0, 4.72251749747073
427.556293626549, 500, 12.722267132642, 9.6207978780304, 13176.3531883451, 0, 4.66112259956218
427.644048321294, 500, 12.6843238711805, 9.62744797395151, 13174.3020144523, 0, 4.59955783450663
427.730574247194, 500, 12.6443664781823, 9.63419743689489, 13172.2432010368, 0, 4.5378084356706
427.815874064108, 500, 12.6025573737521, 9.6407909615342, 13170.177630245, 0, 4.4758623434749
427.899945001816, 500, 12.5590190232192, 9.64793119697252, 13168.1044378323, 0, 4.41370928205751
427.982788355439, 500, 12.5139143080119, 9.65471472799227, 13166.0239213788, 0, 4.35134200751406
428.064400017844, 500, 12.4673525328132, 9.66201201332892, 13163.9363747747, 0, 4.28875285775497
428.14478209673, 500, 12.4195080261894, 9.66913671076904, 13161.8412301871, 0, 4.22594115607085
428.223929234431, 500, 12.3704897297879, 9.6764331948038, 13159.7390822189, 0, 4.16290975620414
428.301840929897, 500, 12.3204204179294, 9.68393698368915, 13157.6296310856, 0, 4.0996508744966
428.378515808959, 500, 12.2694680147918, 9.69154551508971, 13155.5129020627, 0, 4.03616457915547
428.453950237017, 500, 12.2177103703479, 9.69912716260669, 13153.3891854027, 0, 3.97245581049893
428.528139966074, 500, 12.1652820688035, 9.70699915985782, 13151.2579051489, 0, 3.9085269469479
428.601086131646, 500, 12.1123111046797, 9.71496833728478, 13149.119658725, 0, 3.84438397593367
428.672784487251, 500, 12.0589120011317, 9.72281860775498, 13146.9738621639, 0, 3.78003506771208
428.743231653585, 500, 12.0051507558194, 9.73114313844446, 13144.8208138306, 0, 3.71548800419048
428.812426652759, 500, 11.9511961286953, 9.73929625104124, 13142.6608163366, 0, 3.65075282453745
428.880365339224, 500, 11.8971011540161, 9.74775604227769, 13140.493294599, 0, 3.58583965017377
428.947044690605, 500, 11.8429515953007, 9.75628299454637, 13138.3191364559, 0, 3.52075945735774
429.012466203189, 500, 11.788878375338, 9.76502759165708, 13136.1371666124, 0, 3.45552467055508
429.076625302085, 500, 11.7349249439894, 9.77351366818105, 13133.948565592, 0, 3.39015049480332
429.139518049546, 500, 11.6811675933881, 9.78252876690196, 13131.7524687661, 0, 3.32465015601797
429.201144608203, 500, 11.6277419296833, 9.79153845316757, 13129.5494625495, 0, 3.25903866772879
429.261508508003, 500, 11.5746702589144, 9.80055985210218, 13127.3389644182, 0, 3.19333271616414
429.320599096944, 500, 11.5220083805878, 9.80987567626427, 13125.1212772037, 0, 3.12754931664844
429.378424767987, 500, 11.4698385531595, 9.81902225603569, 13122.8964044975, 0, 3.06170402050223
429.434978997102, 500, 11.4182493194679, 9.82853614172132, 13120.6646493686, 0, 2.99581594367737
429.490262666252, 500, 11.3672340886069, 9.83790054288813, 13118.4254258488, 0, 2.92990368190188
429.544277324341, 500, 11.316892432956, 9.8476060618644, 13116.1793393697, 0, 2.86398499675774
429.597022406408, 500, 11.2672479875437, 9.85737340066585, 13113.9257907924, 0, 2.7980800778728
429.648497367511, 500, 11.2183219924685, 9.86705951335754, 13111.6653845321, 0, 2.73220749323924
429.6987062837, 500, 11.1702138602524, 9.87705013501554, 13109.3975284183, 0, 2.66638808700513
429.747645566938, 500, 11.1228926440577, 9.88694304919347, 13107.1228313806, 0, 2.60064262490602
429.795320987701, 500, 11.07642810602, 9.89707246161644, 13104.8409884771, 0, 2.53499133094715
429.841731912456, 500, 11.0308379466393, 9.9071883446264, 13102.5520137835, 0, 2.46945318066022
429.886886375607, 500, 10.9861849037001, 9.91752819660785, 13100.2559114119, 0, 2.40405069077372
429.930779293529, 500, 10.9424309411678, 9.9275936898786, 13097.9526805217, 0, 2.33880425765838
429.973417839734, 500, 10.8996060045814, 9.93809100219307, 13095.6420352367, 0, 2.27373490715237
430.014807083295, 500, 10.8577667722939, 9.94856416028083, 13093.3245740371, 0, 2.20886319986494
430.054950032267, 500, 10.8169118957974, 9.95894910623835, 13090.9997056268, 0, 2.14421097062194
430.093848749995, 500, 10.7770310346541, 9.96963703719731, 13088.6680261451, 0, 2.07979840603528
430.131512513617, 500, 10.7381452204479, 9.98020633634039, 13086.3292509307, 0, 2.01564615668114
430.167942553293, 500, 10.7002812836785, 9.99076573226865, 13083.9833814397, 0, 1.95177469268803
430.20314312249, 500, 10.6634187965129, 10.0015308248858, 13081.6301189721, 0, 1.88820620085927
430.237127623986, 500, 10.6275319355062, 10.0123343305392, 13079.2700779702, 0, 1.82495820280329
430.269897464663, 500, 10.5926992258971, 10.0230240450611, 13076.902646335, 0, 1.76205134379495
430.301456267596, 500, 10.5588729891957, 10.0339687254133, 13074.5287400441, 0, 1.69950633110622
430.331815912738, 500, 10.5260452296898, 10.0447555137879, 13072.1474546064, 0, 1.63734283825971
430.360983763938, 500, 10.494231562584, 10.0556676136742, 13069.7588026157, 0, 1.57557952134471
430.388964890037, 500, 10.4634102091341, 10.0665974097981, 13067.363083455, 0, 1.51423554855504
430.415770638385, 500, 10.433606541512, 10.0775208745916, 13064.9606063378, 0, 1.45332983474627
430.441406976548, 500, 10.404771611878, 10.0884910659926, 13062.5507680666, 0, 1.39288138346714
430.465884453617, 500, 10.3768997948147, 10.0994689202313, 13060.134176802, 0, 1.33290759446942
430.489208393148, 500, 10.3499870806699, 10.1105312128765, 13057.7102407479, 0, 1.27342459730117
430.511397582362, 500, 10.3240313917577, 10.1214159212871, 13055.2795561186, 0, 1.21444939653964
430.532451652805, 500, 10.2990609992477, 10.1323901194439, 13052.8415361411, 0, 1.15599940527819
430.552391925477, 500, 10.2749552163656, 10.1432440382639, 13050.3967778383, 0, 1.09809130661542
430.5712162985, 500, 10.2517741501875, 10.1543797003727, 13047.9446887018, 0, 1.04073925923761
430.588940823101, 500, 10.2295338570149, 10.1654731170485, 13045.4855687851, 0, 0.983959931914399
430.605580283445, 500, 10.2080816554192, 10.1761905335815, 13043.019423018, 0, 0.92776840287631
430.621141220559, 500, 10.187515958699, 10.1872681452712, 13040.5462536365, 0, 0.872176795397124
430.63564105297, 500, 10.1678623036167, 10.1981673993391, 13038.0660679856, 0, 0.817200893173947
430.649085517507, 500, 10.1490254783218, 10.2091634681518, 13035.5788653512, 0, 0.762854857259825
430.661492599756, 500, 10.1310009806358, 10.2198958687434, 13033.0849675838, 0, 0.709149897796465
430.672868237365, 500, 10.1137415416156, 10.2308465919599, 13030.5837519468, 0, 0.656098926118176
430.683233026532, 500, 10.0972550182387, 10.2416834580816, 13028.0752307973, 0, 0.603714139688464
430.692597127752, 500, 10.0815265873689, 10.2523722882516, 13025.5600068515, 0, 0.552004838967378
430.700966460397, 500, 10.0665882817448, 10.2632872554277, 13023.0377946555, 0, 0.500984313161112
430.708363859449, 500, 10.0523702908252, 10.2738333003682, 13020.5085768564, 0, 0.450662169291945
430.714798898436, 500, 10.0388711992353, 10.2845823798653, 13017.9720638994, 0, 0.401049318993941
430.72028599272, 500, 10.0260397221624, 10.2952984225454, 13015.4288603065, 0, 0.352155008804758
430.724839116912, 500, 10.013865001143, 10.3056996166174, 13012.8786586284, 0, 0.303987678850746
430.728473048774, 500, 10.0023599941826, 10.3163111920336, 13010.3211657018, 0, 0.256555327539658
430.731201226125, 500, 9.99149822214305, 10.3267895209025, 13007.7569935805, 0, 0.209866839068582
430.733040126623, 500, 9.98120396365957, 10.3372630639736, 13005.1858294631, 0, 0.163930931532136
430.734004577738, 500, 9.97151222863407, 10.3474695715305, 13002.6070759396, 0, 0.118752753669256
430.734103491995, 500, 9.96240726475821, 10.3579026837762, 13000.0219419596, 0, 0.0743388432123311
430.733362003579, 500, 9.95392055480484, 10.3680308113759, 12997.4298308374, 0, 0.0306948303569214
430.731785826501, 500, 9.9459204075213, 10.378301290693, 12994.8304315334, 0, -0.0121694333512465
430.72939084738, 500, 9.93845054665944, 10.3883434844809, 12992.2243540205, 0, -0.0542514976464048
430.726198783959, 500, 9.93147873142321, 10.3984084999785, 12989.6109993501, 0, -0.0955459188552084
430.722224718658, 500, 9.92507640663614, 10.4082961924687, 12986.9906550362, 0, -0.136050153816186
430.717479264946, 500, 9.919068652584, 10.4183157675685, 12984.3636419445, 0, -0.175759089493198
430.711981277214, 500, 9.91353597007881, 10.4279729290979, 12981.7293326428, 0, -0.214664759351876
430.705739295576, 500, 9.90843043992646, 10.4377416464332, 12979.0883561945, 0, -0.252769986916817
430.698774481541, 500, 9.90380885787849, 10.4475688985295, 12976.4404004721, 0, -0.290069272804047
430.691105422913, 500, 9.89960457693329, 10.4569180725667, 12973.7854617213, 0, -0.326557983392604
430.682742365985, 500, 9.89578055937314, 10.4665013709819, 12971.1232337403, 0, -0.362233456874819
430.673705711379, 500, 9.89234109776179, 10.4758747442785, 12968.4543359558, 0, -0.397098015751467
430.664007152664, 500, 9.88922921104739, 10.4852931498972, 12965.7784800439, 0, -0.431145795134114
430.653666589526, 500, 9.88652037412612, 10.4945052493714, 12963.0956510902, 0, -0.464378646990312
430.642700517201, 500, 9.88413091979756, 10.5034965824366, 12960.4058474208, 0, -0.49679319207246
430.631118185003, 500, 9.88204125955201, 10.5128066777148, 12957.7090831718, 0, -0.528389546785306
430.618946551578, 500, 9.88026270206308, 10.5214569651686, 12955.005340267, 0, -0.559169720239282
430.606188912061, 500, 9.8788020974562, 10.5305092391931, 12952.2949423998, 0, -0.589132766412959
430.592871325323, 500, 9.87763856429793, 10.5393064085973, 12949.5772635276, 0, -0.618278139566527
430.579002190498, 500, 9.87673157962372, 10.5479074542444, 12946.8526231201, 0, -0.646604765999427
430.564600045211, 500, 9.87608304385083, 10.5565563154746, 12944.1213218603, 0, -0.674115944674327
430.549682837795, 500, 9.87570947345324, 10.5650364463918, 12941.3830646604, 0, -0.700813310319091
430.534267163486, 500, 9.87555155026867, 10.57340603672, 12938.6378438272, 0, -0.726694546500923
430.518367407261, 500, 9.87563751805665, 10.5816949296353, 12935.8853451501, 0, -0.751762310753492
430.501997263054, 500, 9.87595840515421, 10.5900206255082, 12933.1262050011, 0, -0.776020093619763
430.485181469587, 500, 9.87649629369592, 10.5979213661925, 12930.3601073279, 0, -0.799468631440845
430.467916520312, 500, 9.87712025592725, 10.6059043772469, 12927.5873702783, 0, -0.822111108141385
430.450246128137, 500, 9.87806459369963, 10.6137614840388, 12924.8076808659, 0, -0.843949187214719
430.432158003212, 500, 9.87907629726341, 10.6216464092953, 12922.0207271183, 0, -0.864984228478733
430.413692467962, 500, 9.88026772838748, 10.6292094447657, 12919.2271365829, 0, -0.885220955283387
430.39484486822, 500, 9.88178290480109, 10.6369190703486, 12916.426294017, 0, -0.904661513169131
430.375637250254, 500, 9.88334982415601, 10.6442423956847, 12913.6191312577, 0, -0.923307878774239
430.356090840534, 500, 9.88495269259593, 10.6517338196099, 12910.8047202158, 0, -0.941161449949249
430.336213281145, 500, 9.88678269264415, 10.6588116799349, 12907.9833754946, 0, -0.958230410971225
430.316026439075, 500, 9.88871577315221, 10.6660031843811, 12905.1550926995, 0, -0.974515476498155
430.295549546485, 500, 9.89082405033449, 10.6729772816002, 12902.3202037071, 0, -0.990019409680727
430.274783579633, 500, 9.89293380006254, 10.679986161225, 12899.4780669269, 0, -1.00474832484618
430.253758983803, 500, 9.89523019331382, 10.6867098499296, 12896.6293288162, 0, -1.01870507139681
430.232477691956, 500, 9.89758284893, 10.6933845181427, 12893.773679745, 0, -1.03189559230448
430.210959216231, 500, 9.90014529856539, 10.7000194815704, 12890.9111066226, 0, -1.0443229235691
430.189222649904, 500, 9.90258478040296, 10.706579797882, 12888.0416417777, 0, -1.05598723145467
430.167283936753, 500, 9.90533406669928, 10.712656748263, 12885.1652652796, 0, -1.06689916100802
430.145154040656, 500, 9.90811485799661, 10.7191235956175, 12882.2823168534, 0, -1.07705697208911
430.122841628036, 500, 9.91086807682854, 10.7251559763919, 12879.3921478152, 0, -1.08646695618049
430.10037349246, 500, 9.91381963501235, 10.7310839805096, 12876.4950994616, 0, -1.09513282235658
430.077757304884, 500, 9.91664116595464, 10.7370382015593, 12873.5914755744, 0, -1.10305977804294
430.055005727569, 500, 9.91964835992566, 10.7429663430587, 12870.6809703296, 0, -1.11025617689469
